season,team,player_id,full_name,jersey_number,position_code,position_name,position_abbreviation,org_id,org_name,birth_date,age,birth_city,birth_state,birth_country,height,weight,bats,throws,draft_year,mlb_debut_date
2025,Glendale Desert Dogs,694989,Kelena Sauer,56,1,Pitcher,P,141,Toronto Blue Jays,2002-09-26,23,Mililani,HI,USA,"6' 3""",230,Right,Right,2023,
2025,Glendale Desert Dogs,820827,Luke Sinnard,97,1,Pitcher,P,144,Atlanta Braves,2002-10-21,23,Nashville,TN,USA,"6' 7""",250,Right,Right,2024,
2025,Glendale Desert Dogs,696146,Hagen Smith,33,1,Pitcher,P,145,Chicago White Sox,2003-08-19,23,Bullard,TX,USA,"6' 3""",235,Left,Left,2024,2026-08-09
2025,Glendale Desert Dogs,815104,Graysen Tarlow,7,2,Catcher,C,138,St. Louis Cardinals,2001-07-07,25,Orange,CA,USA,"5' 10""",190,Right,Right,2023,
2025,Glendale Desert Dogs,692568,Miguel Ugueto,3,7,Outfielder,LF,138,St. Louis Cardinals,2002-09-03,24,La Guaira,,Venezuela,"6' 0""",185,Right,Right,,
2025,Glendale Desert Dogs,702488,Logan Wagner,23,5,Third Base,3B,119,Los Angeles Dodgers,2004-03-09,22,Aurora,IL,USA,"6' 1""",200,Switch,Right,2022,
2025,Glendale Desert Dogs,696505,Cory Wall,37,1,Pitcher,P,144,Atlanta Braves,2000-03-14,26,Roaring Brook,PA,USA,"6' 3""",230,Right,Right,2023,
2025,Glendale Desert Dogs,809915,Jakob Wright,95,1,Pitcher,P,119,Los Angeles Dodgers,2003-05-30,23,Baldwin Park,CA,USA,"5' 11""",170,Left,Left,2024,
2025,Glendale Desert Dogs,807410,Chay Yeager,13,1,Pitcher,P,141,Toronto Blue Jays,2002-09-11,24,Fort Wayne,IN,USA,"5' 10""",180,Switch,Right,2023,
2025,Surprise Saguaros,815304,Josh Adamczewski,14,4,Second Base,2B,158,Milwaukee Brewers,2005-05-10,21,Munster,IN,USA,"5' 11""",190,Left,Right,2023,
2025,Surprise Saguaros,702726,Luke Adams,20,5,Third Base,3B,158,Milwaukee Brewers,2004-04-24,22,Hinsdale,IL,USA,"6' 4""",233,Right,Right,2022,
2025,Surprise Saguaros,686404,Wuilfredo Antunez,2,9,Outfielder,RF,143,Philadelphia Phillies,2002-05-16,24,Rio Tucani,,Venezuela,"5' 11""",193,Left,Right,,
2025,Surprise Saguaros,691405,Juan Benjamin,7,5,Third Base,3B,114,Cleveland Guardians,2003-04-25,23,Santiago,,Dominican Republic,"5' 8""",179,Switch,Right,,
2025,Surprise Saguaros,695871,Jesús Broca,41,1,Pitcher,P,158,Milwaukee Brewers,2003-10-16,22,Villahermosa,TB,Mexico,"5' 8""",183,Left,Left,,
2025,Surprise Saguaros,694749,Dylan Campbell,10,8,Outfielder,CF,145,Chicago White Sox,2002-07-02,24,Houston,TX,USA,"5' 8""",205,Right,Right,2023,
2025,Surprise Saguaros,682769,Eiberson Castellano,47,1,Pitcher,P,115,Colorado Rockies,2001-05-09,25,Maracaibo,,Venezuela,"6' 3""",214,Right,Right,,2026-06-14
2025,Surprise Saguaros,822067,A.J. Causey,38,1,Pitcher,P,133,Athletics,2002-11-19,23,Huntsville,AL,USA,"6' 2""",210,Right,Right,2024,
2025,Surprise Saguaros,701207,Dennis Colleran Jr.,51,1,Pitcher,P,118,Kansas City Royals,2003-08-20,23,North Attleboro,MA,USA,"6' 3""",225,Right,Right,2024,
2025,Surprise Saguaros,692030,Jose Corniell,23,1,Pitcher,P,140,Texas Rangers,2003-06-22,23,Santo Domingo,,Dominican Republic,"6' 2""",165,Right,Right,,2025-09-28
2025,Surprise Saguaros,806641,Kolton Curtis,45,1,Pitcher,P,140,Texas Rangers,2004-05-05,22,Naples,FL,USA,"6' 4""",170,Switch,Right,,
2025,Surprise Saguaros,806585,Jack Dallas,57,1,Pitcher,P,143,Philadelphia Phillies,1998-12-18,27,Beaumont,TX,USA,"5' 9""",200,Right,Right,,
2025,Surprise Saguaros,828506,Joey Danielson,35,1,Pitcher,P,140,Texas Rangers,2001-01-11,25,Edina,MN,USA,"6' 3""",235,Right,Right,2024,
2025,Surprise Saguaros,671143,Trenton Denholm,31,1,Pitcher,P,114,Cleveland Guardians,1999-11-29,26,El Dorado Hills,CA,USA,"5' 11""",180,Right,Right,2021,
2025,Surprise Saguaros,701392,Marco Dinges,77,2,Catcher,C,158,Milwaukee Brewers,2003-09-05,23,Poughkeepsie,NY,USA,"5' 11""",190,Right,Right,2024,
2025,Surprise Saguaros,702662,Dylan Dreiling,6,8,Outfielder,CF,140,Texas Rangers,2003-04-17,23,Hays,KS,USA,"5' 10""",197,Left,Left,2024,
2025,Surprise Saguaros,682982,Daniel Espino,28,1,Pitcher,P,114,Cleveland Guardians,2001-01-05,25,Panama City,,Panama,"6' 0""",225,Right,Right,2019,2026-06-17
2025,Surprise Saguaros,692838,Jaydenn Estanista,22,1,Pitcher,P,146,Miami Marlins,2001-10-03,24,Willemstad,,Curacao,"6' 2""",180,Right,Right,,
2025,Surprise Saguaros,800260,Anthony Flores,65,1,Pitcher,P,158,Milwaukee Brewers,2004-10-21,21,Barquisimeto,,Venezuela,"5' 10""",165,Left,Left,,
2025,Surprise Saguaros,694725,Michael Fowler,37,1,Pitcher,P,158,Milwaukee Brewers,2002-07-23,24,Birmingham,AL,USA,"6' 2""",210,Right,Right,2025,
2025,Surprise Saguaros,679702,Daniel Harper,21,1,Pitcher,P,143,Philadelphia Phillies,1999-06-01,27,Merriam,KS,USA,"6' 3""",225,Right,Right,2022,
2025,Surprise Saguaros,803015,Ben Hartl,40,2,Catcher,C,145,Chicago White Sox,2003-01-07,23,Springfield,IL,USA,"5' 10""",210,Right,Right,2024,
2025,Surprise Saguaros,801367,Matt Jachec,46,1,Pitcher,P,114,Cleveland Guardians,2001-07-25,25,Hoffman Estates,IL,USA,"5' 11""",205,Right,Right,2023,
2025,Surprise Saguaros,683720,Edwin Jimenez,16,1,Pitcher,P,158,Milwaukee Brewers,2001-12-12,24,Caracas,,Venezuela,"6' 4""",175,Right,Right,,
2025,Surprise Saguaros,802407,Joe Lampe,15,8,Outfielder,CF,114,Cleveland Guardians,2000-12-05,25,Petaluma,CA,USA,"5' 11""",185,Left,Right,2022,
2025,Surprise Saguaros,692137,L.P. Langevin,36,1,Pitcher,P,118,Kansas City Royals,2003-07-04,23,Quebec City,QC,Canada,"6' 1""",225,Left,Right,2024,
2025,Surprise Saguaros,702045,Rorik Maltrud,12,1,Pitcher,P,114,Cleveland Guardians,2000-03-21,26,Atlanta,GA,USA,"6' 3""",223,Right,Right,2023,
2025,Surprise Saguaros,814803,Logan Martin,64,1,Pitcher,P,137,San Francisco Giants,2001-07-17,25,Paducah,KY,USA,"6' 1""",226,Right,Right,2023,
2025,Surprise Saguaros,695294,Tommy McCollum,33,1,Pitcher,P,139,Tampa Bay Rays,1999-06-08,27,Atlanta,GA,USA,"6' 4""",260,Right,Right,2021,
2025,Surprise Saguaros,805810,Blake Mitchell,8,2,Catcher,C,118,Kansas City Royals,2004-08-03,22,Clear Lake,TX,USA,"6' 0""",202,Left,Right,2023,
2025,Surprise Saguaros,702270,Malcolm Moore,27,2,Catcher,C,140,Texas Rangers,2003-07-31,23,Sacramento,CA,USA,"6' 0""",216,Left,Right,2024,
2025,Surprise Saguaros,689557,Zane Morehouse,99,1,Pitcher,P,114,Cleveland Guardians,1999-11-16,26,Waco,TX,USA,"6' 3""",200,Right,Right,2023,
2025,Surprise Saguaros,807276,Dante Nori,5,O,Outfield,OF,143,Philadelphia Phillies,2004-10-07,21,Toronto,ON,Canada,"5' 9""",190,Left,Left,2024,
2025,Surprise Saguaros,802506,Dylan O'Rae,58,8,Outfielder,CF,158,Milwaukee Brewers,2004-02-14,22,Sarnia,ON,Canada,"5' 8""",160,Left,Right,2022,
2025,Surprise Saguaros,694818,Hunter Owen,54,1,Pitcher,P,118,Kansas City Royals,2002-01-30,24,Portland,ME,USA,"6' 5""",261,Right,Left,2023,
2025,Surprise Saguaros,685396,Nate Peterson,88,1,Pitcher,P,113,Cincinnati Reds,2000-02-15,26,Phoenix,AZ,USA,"5' 9""",180,Left,Left,2022,
2025,Surprise Saguaros,702550,Chandler Pollard,43,4,Second Base,2B,140,Texas Rangers,2004-05-03,22,Kennesaw,GA,USA,"6' 0""",173,Right,Right,2022,
2025,Surprise Saguaros,699707,Danyony Pulido,33,1,Pitcher,P,143,Philadelphia Phillies,2002-10-19,23,Caracas,,Venezuela,"6' 1""",165,Right,Right,,
2025,Surprise Saguaros,804858,Bryan Rincon,13,6,Shortstop,SS,143,Philadelphia Phillies,2004-02-08,22,New York,NY,USA,"5' 10""",185,Switch,Right,2022,
2025,Surprise Saguaros,811287,Carson Roccaforte,1,8,Outfielder,CF,118,Kansas City Royals,2002-03-29,24,Beaumont,TX,USA,"5' 11""",195,Left,Left,2023,
2025,Surprise Saguaros,806210,Alfonsin Rosario,2,9,Outfielder,RF,114,Cleveland Guardians,2004-06-21,22,Lexington,SC,USA,"6' 0""",222,Right,Right,2023,
2025,Surprise Saguaros,692437,Winston Santos,18,1,Pitcher,P,140,Texas Rangers,2002-04-15,24,Payita,,Dominican Republic,"6' 0""",160,Right,Right,,2026-07-01
2025,Surprise Saguaros,693713,Emiliano Teodo,32,1,Pitcher,P,140,Texas Rangers,2001-02-14,25,Barahona,,Dominican Republic,"6' 1""",165,Right,Right,,2026-07-17
2025,Surprise Saguaros,694187,Daniel Vazquez,26,6,Shortstop,SS,118,Kansas City Royals,2003-12-15,22,Villa Mella,,Dominican Republic,"6' 2""",150,Right,Right,,
2025,Surprise Saguaros,806964,Sebastian Walcott,4,6,Shortstop,SS,140,Texas Rangers,2006-03-14,20,Nassau,,Bahamas,"6' 4""",190,Right,Right,,
2025,Scottsdale Scorpions,694757,Maui Ahuna,1,6,Shortstop,SS,137,San Francisco Giants,2002-03-11,24,Hilo,HI,USA,"6' 0""",196,Left,Right,2023,
2025,Scottsdale Scorpions,692454,Pablo Aldonis,43,1,Pitcher,P,120,Washington Nationals,2002-03-21,24,Tamayo,,Dominican Republic,"6' 1""",160,Left,Left,,
2025,Scottsdale Scorpions,694544,Austin Amaral,32,1,Pitcher,P,120,Washington Nationals,2001-12-04,24,Debary,FL,USA,"6' 0""",200,Right,Right,2023,
2025,Scottsdale Scorpions,801194,Max Anderson,25,4,Second Base,2B,116,Detroit Tigers,2002-02-28,24,Kansas City,MO,USA,"5' 11""",215,Right,Right,2023,
2025,Scottsdale Scorpions,688781,Brett Banks,55,1,Pitcher,P,121,New York Mets,2001-10-03,24,Raleigh,NC,USA,"6' 3""",205,Left,Right,2023,
2025,Scottsdale Scorpions,700083,John Bay,60,9,Outfielder,RF,121,New York Mets,2001-05-16,25,Shattuck,OK,USA,"6' 1""",217,Right,Right,2025,
2025,Scottsdale Scorpions,687562,Jake Bennett,24,1,Pitcher,P,111,Boston Red Sox,2000-12-02,25,Tulsa,OK,USA,"6' 6""",234,Left,Left,2022,2026-05-01
2025,Scottsdale Scorpions,820901,Anderson Brito,36,1,Pitcher,P,139,Tampa Bay Rays,2004-07-07,22,Estado Sucre,,Venezuela,"5' 10""",155,Right,Right,,
2025,Scottsdale Scorpions,813844,Will Bush,47,2,Catcher,C,117,Houston Astros,2004-03-04,22,Dallas,TX,USA,"6' 1""",235,Left,Right,2023,
2025,Scottsdale Scorpions,698962,Ricardo Estrada,66,1,Pitcher,P,137,San Francisco Giants,2002-06-25,24,Chihuahua,-1,Mexico,"5' 10""",214,Left,Left,,
2025,Scottsdale Scorpions,829338,Dariel Fregio,20,1,Pitcher,P,116,Detroit Tigers,2000-05-05,26,Wesley Chapel,FL,USA,"6' 2""",208,Right,Right,,
2025,Scottsdale Scorpions,801221,Pedro Garcia,99,1,Pitcher,P,116,Detroit Tigers,2002-02-27,24,Santo Domingo,,Dominican Republic,"6' 1""",190,Right,Right,,
2025,Scottsdale Scorpions,802363,Jordan Geber,67,1,Pitcher,P,121,New York Mets,1999-07-31,27,Annapolis,MD,USA,"6' 3""",205,Right,Right,,
2025,Scottsdale Scorpions,692238,Parks Harber,40,5,Third Base,3B,137,San Francisco Giants,2001-09-25,24,Atlanta,GA,USA,"6' 3""",217,Right,Right,2024,
2025,Scottsdale Scorpions,801802,James Hicks,22,1,Pitcher,P,117,Houston Astros,2001-05-09,25,Conway,AR,USA,"6' 2""",190,Right,Right,2023,
2025,Scottsdale Scorpions,801075,Walker Janek,27,2,Catcher,C,117,Houston Astros,2002-09-24,24,Portland,TX,USA,"5' 11""",190,Right,Right,2024,
2025,Scottsdale Scorpions,808743,Bryce Jenkins,21,1,Pitcher,P,121,New York Mets,2001-04-03,25,Knoxville,TN,USA,"5' 11""",175,Right,Right,2023,
2025,Scottsdale Scorpions,814409,Seaver King,5,6,Shortstop,SS,120,Washington Nationals,2003-04-25,23,Athens,GA,USA,"6' 0""",195,Right,Right,2024,
2025,Scottsdale Scorpions,813865,Hudson Leach,16,1,Pitcher,P,117,Houston Astros,2002-06-16,24,Kansas City,MO,USA,"6' 3""",211,Right,Right,2023,
2025,Scottsdale Scorpions,701557,Carlos Lequerica,38,1,Pitcher,P,116,Detroit Tigers,2000-09-06,26,Miami,FL,USA,"6' 1""",198,Right,Right,2023,
2025,Scottsdale Scorpions,800344,Sean Paul Liñan,48,1,Pitcher,P,147,New York Yankees,2004-11-07,21,Cartagena,,Colombia,"6' 0""",185,Right,Right,,
2025,Scottsdale Scorpions,806152,Walker Martin,12,6,Shortstop,SS,137,San Francisco Giants,2004-02-20,22,Greeley,CO,USA,"6' 3""",215,Left,Right,2023,
2025,Scottsdale Scorpions,805808,Kevin McGonigle,9,6,Shortstop,SS,116,Detroit Tigers,2004-08-18,22,Media,PA,USA,"5' 9""",187,Left,Right,2023,2026-03-26
