season,team,date,player_id,player_name,type_code,type_desc,from_team,to_team,description
2025,Glendale Desert Dogs,2025-09-10,806293,Payton Martin,ASG,Assigned,,Glendale Desert Dogs,RHP Payton Martin assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,681410,Connor McCullough,ASG,Assigned,,Glendale Desert Dogs,RHP Connor McCullough assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,690229,LJ McDonough,ASG,Assigned,,Glendale Desert Dogs,RHP LJ McDonough assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,700292,Yondrei Rojas,ASG,Assigned,,Glendale Desert Dogs,RHP Yondrei Rojas assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,813820,Chen-Wei Lin,ASG,Assigned,,Glendale Desert Dogs,RHP Chen-Wei Lin assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,800811,Jacob Kroeger,ASG,Assigned,,Glendale Desert Dogs,LHP Jacob Kroeger assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,801317,Alex Makarewich,ASG,Assigned,,Glendale Desert Dogs,RHP Alex Makarewich assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,802357,Drue Hackenberg,ASG,Assigned,,Glendale Desert Dogs,RHP Drue Hackenberg assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,695003,Randel Clemente,ASG,Assigned,,Glendale Desert Dogs,RHP Randel Clemente assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,699823,Tyler Davis,ASG,Assigned,,Glendale Desert Dogs,RHP Tyler Davis assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,681884,D.J. Carpenter,ASG,Assigned,,Glendale Desert Dogs,RHP D.J. Carpenter assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,815794,Hyun-Seok Jang,ASG,Assigned,,Glendale Desert Dogs,RHP Hyun-Seok Jang assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,801941,Carson Jacobs,ASG,Assigned,,Glendale Desert Dogs,RHP Carson Jacobs assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-09-10,807724,Justin Chambers,ASG,Assigned,,Glendale Desert Dogs,LHP Justin Chambers assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-01,694188,Jesus Galiz,ASG,Assigned,,Glendale Desert Dogs,C Jesus Galiz assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-01,830485,Trent Buchanan,ASG,Assigned,,Glendale Desert Dogs,RHP Trent Buchanan assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-01,702690,Cutter Coffey,ASG,Assigned,,Glendale Desert Dogs,3B Cutter Coffey assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-01,703639,Nico Perez,ASG,Assigned,,Glendale Desert Dogs,SS Nico Perez assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-01,702910,Jhancarlos Lara,ASG,Assigned,,Glendale Desert Dogs,RHP Jhancarlos Lara assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-05,804645,Caden Connor,ASG,Assigned,,Glendale Desert Dogs,OF Caden Connor assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-14,694989,Kelena Sauer,ASG,Assigned,,Glendale Desert Dogs,RHP Kelena Sauer assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-22,691559,Jose D. Hernandez,ASG,Assigned,,Glendale Desert Dogs,SS Jose D. Hernandez assigned to Glendale Desert Dogs.
2025,Glendale Desert Dogs,2025-10-29,683103,Cade Doughty,ASG,Assigned,,Glendale Desert Dogs,2B Cade Doughty assigned to Glendale Desert Dogs.
2025,Mesa Solar Sox,2025-09-10,821431,Thomas Mangus,ASG,Assigned,,Mesa Solar Sox,RHP Thomas Mangus assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,801995,Aiden May,ASG,Assigned,,Mesa Solar Sox,RHP Aiden May assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,701480,Bryce Cunningham,ASG,Assigned,,Mesa Solar Sox,RHP Bryce Cunningham assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,690658,Will Johnston,ASG,Assigned,,Mesa Solar Sox,LHP Will Johnston assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,700579,Nathan Dettmer,ASG,Assigned,,Mesa Solar Sox,RHP Nathan Dettmer assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,694793,Jadon Bercovich,ASG,Assigned,,Mesa Solar Sox,RHP Jadon Bercovich assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,691765,Jackson Baumeister,ASG,Assigned,,Mesa Solar Sox,RHP Jackson Baumeister assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,686672,Mark Adamiak,ASG,Assigned,,Mesa Solar Sox,RHP Mark Adamiak assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,687020,Mason Auer,ASG,Assigned,,Mesa Solar Sox,OF Mason Auer assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,813895,Corey Avant,ASG,Assigned,,Mesa Solar Sox,RHP Corey Avant assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,801870,Xavier Meachem,ASG,Assigned,,Mesa Solar Sox,RHP Xavier Meachem assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,690992,Ed Howard,ASG,Assigned,,Mesa Solar Sox,SS Ed Howard assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,814458,Fenwick Trimble,ASG,Assigned,,Mesa Solar Sox,OF Fenwick Trimble assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,703563,PJ Morlando,ASG,Assigned,,Mesa Solar Sox,OF PJ Morlando assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,806223,Aidan Smith,ASG,Assigned,,Mesa Solar Sox,OF Aidan Smith assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,695720,Tommy White,ASG,Assigned,,Mesa Solar Sox,3B Tommy White assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,805782,Ryan Lasko,ASG,Assigned,,Mesa Solar Sox,OF Ryan Lasko assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,806967,Brailer Guerrero,ASG,Assigned,,Mesa Solar Sox,OF Brailer Guerrero assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,800285,Enmanuel Tejeda,ASG,Assigned,,Mesa Solar Sox,SS Enmanuel Tejeda assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,815089,Coby Morales,ASG,Assigned,,Mesa Solar Sox,OF Coby Morales assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,694966,Brayden Taylor,ASG,Assigned,,Mesa Solar Sox,SS Brayden Taylor assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,695573,Cole Mathis,ASG,Assigned,,Mesa Solar Sox,3B Cole Mathis assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,811965,Joshua Kuroda-Grauer,ASG,Assigned,,Mesa Solar Sox,SS Joshua Kuroda-Grauer assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,806965,Starlyn Caba,ASG,Assigned,,Mesa Solar Sox,SS Starlyn Caba assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,702516,JP Wheat,ASG,Assigned,,Mesa Solar Sox,RHP JP Wheat assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,692633,Manuel Palencia,ASG,Assigned,,Mesa Solar Sox,C Manuel Palencia assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,689196,Owen Ayers,ASG,Assigned,,Mesa Solar Sox,C Owen Ayers assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,688636,Adam Stone,ASG,Assigned,,Mesa Solar Sox,RHP Adam Stone assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,694696,Cade Smith,ASG,Assigned,,Mesa Solar Sox,RHP Cade Smith assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,802963,Mathew Peters,ASG,Assigned,,Mesa Solar Sox,RHP Mathew Peters assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,801270,Darwin Rodriguez,ASG,Assigned,,Mesa Solar Sox,RHP Darwin Rodriguez assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,812163,Jonathan Russell,ASG,Assigned,,Mesa Solar Sox,RHP Jonathan Russell assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,806281,Blaze Pontes,ASG,Assigned,,Mesa Solar Sox,RHP Blaze Pontes assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,691103,Koen Moreno,ASG,Assigned,,Mesa Solar Sox,RHP Koen Moreno assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,680893,Hueston Morrill,ASG,Assigned,,Mesa Solar Sox,RHP Hueston Morrill assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,703596,Karson Milbrandt,ASG,Assigned,,Mesa Solar Sox,RHP Karson Milbrandt assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,815292,Luis Martinez-Gomez,ASG,Assigned,,Mesa Solar Sox,RHP Luis Martinez-Gomez assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,701604,Andrew Lindsey,ASG,Assigned,,Mesa Solar Sox,RHP Andrew Lindsey assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,802374,Brady Kirtner,ASG,Assigned,,Mesa Solar Sox,RHP Brady Kirtner assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,690992,Ed Howard,SC,Status Change,,Mesa Solar Sox,SS Ed Howard roster status changed by Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,821431,Thomas Mangus,SC,Status Change,,Mesa Solar Sox,RHP Thomas Mangus roster status changed by Mesa Solar Sox.
2025,Mesa Solar Sox,2025-09-10,802963,Mathew Peters,SC,Status Change,,Mesa Solar Sox,RHP Mathew Peters roster status changed by Mesa Solar Sox.
2025,Mesa Solar Sox,2025-10-01,695366,Holt Jones,ASG,Assigned,,Mesa Solar Sox,RHP Holt Jones assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-10-01,804751,Logan Poteet,ASG,Assigned,,Mesa Solar Sox,C Logan Poteet assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-10-01,681415,Jack Sellinger,ASG,Assigned,,Mesa Solar Sox,LHP Jack Sellinger assigned to Mesa Solar Sox.
2025,Mesa Solar Sox,2025-10-06,691777,Max Muncy,ASG,Assigned,,Mesa Solar Sox,3B Max Muncy assigned to Mesa Solar Sox.
2025,Peoria Javelinas,2025-09-10,695569,Luke Hayden,ASG,Assigned,,Peoria Javelinas,RHP Luke Hayden assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,804592,Hunter Hoopes,ASG,Assigned,,Peoria Javelinas,RHP Hunter Hoopes assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,828471,Jakob Hall,ASG,Assigned,,Peoria Javelinas,RHP Jakob Hall assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,820848,Andy Fabian,ASG,Assigned,,Peoria Javelinas,LHP Andy Fabian assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,688396,Zach Fruit,ASG,Assigned,,Peoria Javelinas,RHP Zach Fruit assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,805955,Carson Dorsey,ASG,Assigned,,Peoria Javelinas,LHP Carson Dorsey assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,804663,Tyler Cleveland,ASG,Assigned,,Peoria Javelinas,RHP Tyler Cleveland assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,801725,Luis De León,ASG,Assigned,,Peoria Javelinas,LHP Luis De León assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,691629,Miguelangel Boadas,ASG,Assigned,,Peoria Javelinas,RHP Miguelangel Boadas assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,800449,Thomas Sosa,ASG,Assigned,,Peoria Javelinas,OF Thomas Sosa assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,806071,Jonny Farmelo,ASG,Assigned,,Peoria Javelinas,OF Jonny Farmelo assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,701682,Braedon Karpathios,ASG,Assigned,,Peoria Javelinas,OF Braedon Karpathios assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,694230,Hendry Mendez,ASG,Assigned,,Peoria Javelinas,OF Hendry Mendez assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,690961,Enrique Bradfield Jr.,ASG,Assigned,,Peoria Javelinas,OF Enrique Bradfield Jr. assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,806263,Brandon Winokur,ASG,Assigned,,Peoria Javelinas,OF Brandon Winokur assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,801126,Brock Rodden,ASG,Assigned,,Peoria Javelinas,SS Brock Rodden assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,810838,Ryan Jackson,ASG,Assigned,,Peoria Javelinas,SS Ryan Jackson assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,702253,Cam Collier,ASG,Assigned,,Peoria Javelinas,3B Cam Collier assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,699114,Leo Balcazar,ASG,Assigned,,Peoria Javelinas,SS Leo Balcazar assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,806956,Ethan Salas,ASG,Assigned,,Peoria Javelinas,C Ethan Salas assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,701771,Billy Amick,ASG,Assigned,,Peoria Javelinas,3B Billy Amick assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,823801,Tanner Smith,ASG,Assigned,,Peoria Javelinas,RHP Tanner Smith assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,803175,Ethan Anderson,ASG,Assigned,,Peoria Javelinas,C Ethan Anderson assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,806957,Alfredo Duno,ASG,Assigned,,Peoria Javelinas,C Alfredo Duno assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,806288,Stefan Raeth,ASG,Assigned,,Peoria Javelinas,RHP Stefan Raeth assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,801415,Zander Sechrist,ASG,Assigned,,Peoria Javelinas,LHP Zander Sechrist assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,805812,Dylan Questad,ASG,Assigned,,Peoria Javelinas,RHP Dylan Questad assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,681041,Marcelo Perez,ASG,Assigned,,Peoria Javelinas,RHP Marcelo Perez assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,814491,Tucker Musgrove,ASG,Assigned,,Peoria Javelinas,TWP Tucker Musgrove assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,808052,Johan Moreno,ASG,Assigned,,Peoria Javelinas,RHP Johan Moreno assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,691000,Carson Montgomery,ASG,Assigned,,Peoria Javelinas,RHP Carson Montgomery assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,808063,Maikel Miralles,ASG,Assigned,,Peoria Javelinas,RHP Maikel Miralles assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,822160,Brock Moore,ASG,Assigned,,Peoria Javelinas,RHP Brock Moore assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,702584,Isaiah Lowe,ASG,Assigned,,Peoria Javelinas,RHP Isaiah Lowe assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,805321,Trevor Kuncl,ASG,Assigned,,Peoria Javelinas,RHP Trevor Kuncl assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,691733,Christian Little,ASG,Assigned,,Peoria Javelinas,RHP Christian Little assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-09-10,801333,Johnathan Harmon,ASG,Assigned,,Peoria Javelinas,RHP Johnathan Harmon assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,686470,Ryan Hawks,ASG,Assigned,,Peoria Javelinas,RHP Ryan Hawks assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,702601,Lamar King Jr.,ASG,Assigned,,Peoria Javelinas,C Lamar King Jr. assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,687040,Sayer Diederich,ASG,Assigned,,Peoria Javelinas,LHP Sayer Diederich assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,807748,Kannon Kemp,ASG,Assigned,,Peoria Javelinas,RHP Kannon Kemp assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,700675,Jimmy Kingsbury,ASG,Assigned,,Peoria Javelinas,RHP Jimmy Kingsbury assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,813860,Charlie Pagliarini,ASG,Assigned,,Peoria Javelinas,3B Charlie Pagliarini assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-01,827317,Brandon Downer,ASG,Assigned,,Peoria Javelinas,RHP Brandon Downer assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-05,695076,Rhett Lowder,ASG,Assigned,,Peoria Javelinas,RHP Rhett Lowder assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-06,688609,Hunter Parks,ASG,Assigned,,Peoria Javelinas,RHP Hunter Parks assigned to Peoria Javelinas.
2025,Peoria Javelinas,2025-10-06,688609,Hunter Parks,SC,Status Change,,Peoria Javelinas,Peoria Javelinas activated RHP Hunter Parks.
2025,Peoria Javelinas,2025-10-18,674265,Kevin Abel,ASG,Assigned,,Peoria Javelinas,RHP Kevin Abel assigned to Peoria Javelinas.
2025,Salt River Rafters,2025-09-10,695065,Ryan Costeiu,ASG,Assigned,,Salt River Rafters,RHP Ryan Costeiu assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,695065,Ryan Costeiu,SC,Status Change,,Salt River Rafters,RHP Ryan Costeiu roster status changed by Salt River Rafters.
2025,Salt River Rafters,2025-09-10,700255,Jacob Steinmetz,SC,Status Change,,Salt River Rafters,RHP Jacob Steinmetz roster status changed by Salt River Rafters.
2025,Salt River Rafters,2025-09-10,699013,Esmerlyn Valdez,ASG,Assigned,,Salt River Rafters,OF Esmerlyn Valdez assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,696142,Will Taylor,ASG,Assigned,,Salt River Rafters,OF Will Taylor assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,807511,Nelly Taylor,ASG,Assigned,,Salt River Rafters,OF Nelly Taylor assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,703606,Jared Thomas,ASG,Assigned,,Salt River Rafters,OF Jared Thomas assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,805964,Stanley Tucker,ASG,Assigned,,Salt River Rafters,OF Stanley Tucker assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,809707,Charlie Condon,ASG,Assigned,,Salt River Rafters,OF Charlie Condon assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,804558,Raudi Rodriguez,ASG,Assigned,,Salt River Rafters,OF Raudi Rodriguez assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,679555,Brandon Dufault,ASG,Assigned,,Salt River Rafters,RHP Brandon Dufault assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,701908,David Hagaman,ASG,Assigned,,Salt River Rafters,RHP David Hagaman assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,682981,Derek Diamond,ASG,Assigned,,Salt River Rafters,RHP Derek Diamond assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,814106,Cade Denton,ASG,Assigned,,Salt River Rafters,RHP Cade Denton assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,808054,Yordin Chalas,ASG,Assigned,,Salt River Rafters,RHP Yordin Chalas assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,694900,Kyle Amendt,ASG,Assigned,,Salt River Rafters,RHP Kyle Amendt assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,701213,Jonathan Brand,ASG,Assigned,,Salt River Rafters,RHP Jonathan Brand assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,702574,David Mershon,ASG,Assigned,,Salt River Rafters,SS David Mershon assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,694815,Jack Hurley,ASG,Assigned,,Salt River Rafters,OF Jack Hurley assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,687918,Braylen Wimmer,ASG,Assigned,,Salt River Rafters,SS Braylen Wimmer assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,800306,Jansel Luis,ASG,Assigned,,Salt River Rafters,SS Jansel Luis assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,808129,Juan Flores,ASG,Assigned,,Salt River Rafters,C Juan Flores assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,703190,Johanfran Garcia,ASG,Assigned,,Salt River Rafters,C Johanfran Garcia assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,703156,Tony Blanco Jr.,ASG,Assigned,,Salt River Rafters,OF Tony Blanco Jr. assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,809138,Isaac Stebens,ASG,Assigned,,Salt River Rafters,RHP Isaac Stebens assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,692243,Jaden Woods,ASG,Assigned,,Salt River Rafters,LHP Jaden Woods assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,700341,Kenny Castillo,ASG,Assigned,,Salt River Rafters,C Kenny Castillo assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,695402,Najer Victor,ASG,Assigned,,Salt River Rafters,RHP Najer Victor assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,700255,Jacob Steinmetz,ASG,Assigned,,Salt River Rafters,RHP Jacob Steinmetz assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,694518,Austin Smith,ASG,Assigned,,Salt River Rafters,RHP Austin Smith assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,694788,Carlson Reed,ASG,Assigned,,Salt River Rafters,RHP Carlson Reed assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,815456,Ben Shields,ASG,Assigned,,Salt River Rafters,LHP Ben Shields assigned to Salt River Rafters.
2025,Salt River Rafters,2025-09-10,804558,Raudi Rodriguez,SC,Status Change,,Salt River Rafters,OF Raudi Rodriguez roster status changed by Salt River Rafters.
2025,Salt River Rafters,2025-09-10,695632,Brandon Neely,ASG,Assigned,,Salt River Rafters,RHP Brandon Neely assigned to Salt River Rafters.
