season,team,player_id,full_name,jersey_number,position_code,position_name,position_abbreviation,org_id,org_name,birth_date,age,birth_city,birth_state,birth_country,height,weight,bats,throws,draft_year,mlb_debut_date
2026,Peoria Javelinas,702751,Jose Geraldo,27,1,Pitcher,P,136,Seattle Mariners,1999-12-03,26,Azua,,Dominican Republic,"5' 10""",185,Right,Right,,
2026,Peoria Javelinas,800017,Jose Montero,,1,Pitcher,P,113,Cincinnati Reds,2003-07-14,23,Puerto Cabello,,Venezuela,"6' 2""",193,Right,Right,,
2026,Peoria Javelinas,813664,Justin DeCriscio,5,6,Shortstop,SS,135,San Diego Padres,2003-03-24,23,Orange,CA,USA,"5' 10""",160,Right,Right,2025,
2026,Peoria Javelinas,834596,Kailen Hamson,35,1,Pitcher,P,110,Baltimore Orioles,2002-04-01,24,Brisbane,QLD,Australia,"6' 1""",188,Left,Left,2025,
2026,Peoria Javelinas,807748,Kannon Kemp,24,1,Pitcher,P,135,San Diego Padres,2004-09-03,22,Weatherford,TX,USA,"6' 5""",225,Right,Right,2023,
2026,Peoria Javelinas,811296,Kiefer Lord,14,1,Pitcher,P,110,Baltimore Orioles,2002-06-22,24,Santa Monica,CA,USA,"6' 3""",195,Right,Right,2023,
2026,Peoria Javelinas,695705,Luke Holman,,1,Pitcher,P,113,Cincinnati Reds,2003-01-06,23,Reading,PA,USA,"6' 4""",201,Right,Right,2024,
2026,Peoria Javelinas,700815,Matthew Ellis,32,2,Catcher,C,136,Seattle Mariners,2000-08-01,26,Waddy,KY,USA,"6' 4""",248,Left,Right,2024,
2026,Peoria Javelinas,828594,Michael Watson,36,1,Pitcher,P,138,St. Louis Cardinals,2002-06-18,24,Fort Worth,TX,USA,"6' 2""",190,Left,Left,,
2026,Peoria Javelinas,702296,Nate Dohm,16,1,Pitcher,P,138,St. Louis Cardinals,2003-01-09,23,Geneva,IL,USA,"6' 4""",210,Right,Right,2024,
2026,Peoria Javelinas,694345,Patrick Reilly,19,1,Pitcher,P,110,Baltimore Orioles,2001-10-07,24,Long Branch,NJ,USA,"6' 3""",208,Right,Right,2023,
2026,Peoria Javelinas,822498,Reid Easterly,20,1,Pitcher,P,136,Seattle Mariners,2002-01-23,24,Houston,TX,USA,"6' 0""",200,Left,Left,2025,
2026,Peoria Javelinas,803679,Sammy Hernandez,7,4,Second Base,2B,138,St. Louis Cardinals,2004-06-01,22,Ponce,,Puerto Rico,"5' 9""",185,Right,Right,2022,
2026,Peoria Javelinas,806191,Tai Peete,22,O,Outfield,OF,138,St. Louis Cardinals,2005-08-11,21,Riverdale,GA,USA,"6' 2""",193,Left,Right,2023,
2026,Peoria Javelinas,814532,Teddy Sharkey,96,1,Pitcher,P,110,Baltimore Orioles,2001-08-01,25,Neptune,NJ,USA,"6' 0""",195,Right,Right,2023,
2026,Peoria Javelinas,694358,Tekoah Roby,28,1,Pitcher,P,138,St. Louis Cardinals,2001-09-18,25,Asheville,NC,USA,"6' 1""",210,Right,Right,2020,
2026,Peoria Javelinas,695787,Trent Hodgdon,,1,Pitcher,P,113,Cincinnati Reds,2003-07-09,23,Lawton,OK,USA,"6' 3""",215,Right,Right,2024,
2026,Peoria Javelinas,807744,Ty Cummings,13,1,Pitcher,P,136,Seattle Mariners,2001-11-01,24,Clayton,NC,USA,"6' 2""",190,Right,Right,2023,
2026,Peoria Javelinas,829210,Ty Harvey,2,2,Catcher,C,135,San Diego Padres,2006-07-28,20,Sarasota,FL,USA,"6' 1""",215,Right,Right,2025,
2026,Peoria Javelinas,701689,Vance Honeycutt,25,O,Outfield,OF,110,Baltimore Orioles,2003-05-17,23,Salisbury,NC,USA,"6' 3""",205,Right,Right,2024,
2026,Peoria Javelinas,828718,Victor Diaz,,1,Pitcher,P,113,Cincinnati Reds,2002-12-02,23,Winter Park,FL,USA,"6' 4""",220,Right,Right,,
2026,Peoria Javelinas,826466,Winyer Chourio,33,1,Pitcher,P,135,San Diego Padres,2003-11-04,22,Merida,,Venezuela,"6' 2""",180,Right,Right,,
2026,Glendale Desert Dogs,677354,Alex Williams,28,1,Pitcher,P,146,Miami Marlins,1999-10-22,26,Hayward,CA,USA,"6' 3""",220,Left,Right,2022,
2026,Glendale Desert Dogs,695484,Anson Aroz,77,2,Catcher,C,119,Los Angeles Dodgers,2002-10-31,23,Auburn,CA,USA,"5' 11""",195,Switch,Right,2025,
2026,Glendale Desert Dogs,834962,Anthony DePino,7,3,First Base,1B,145,Chicago White Sox,2003-02-19,23,New Haven,CT,USA,"5' 11""",218,Right,Right,2025,
2026,Glendale Desert Dogs,827610,Brandon Cain,29,1,Pitcher,P,134,Pittsburgh Pirates,2004-08-30,22,Los Angeles,CA,USA,"6' 0""",175,Right,Right,2025,
2026,Glendale Desert Dogs,694207,Brayan Mendoza,44,1,Pitcher,P,146,Miami Marlins,2004-01-19,22,Isla de Margarita,,Venezuela,"6' 0""",155,Left,Left,,
2026,Glendale Desert Dogs,828987,Briggs McKenzie,45,1,Pitcher,P,144,Atlanta Braves,2006-10-11,19,Raleigh,NC,USA,"6' 2""",190,Left,Left,2025,
2026,Glendale Desert Dogs,824624,Brooks Auger,36,1,Pitcher,P,119,Los Angeles Dodgers,2001-10-20,24,Monroe,LA,USA,"6' 5""",215,Right,Right,2024,
2026,Glendale Desert Dogs,815352,Caleb Bonemer,27,O,Outfield,OF,145,Chicago White Sox,2005-10-05,20,Lansing,MI,USA,"6' 1""",195,Right,Right,2024,
2026,Glendale Desert Dogs,804999,Cameron Keshock,35,1,Pitcher,P,134,Pittsburgh Pirates,2003-10-29,22,Mobile,AL,USA,"6' 7""",225,Right,Right,2025,
2026,Glendale Desert Dogs,815793,Carter Johnson,2,6,Shortstop,SS,146,Miami Marlins,2006-02-22,20,Oxford,AL,USA,"6' 2""",180,Left,Right,2024,
2026,Glendale Desert Dogs,804560,Charles Davalan,6,4,Second Base,2B,119,Los Angeles Dodgers,2003-12-16,22,Waterloo,ON,Canada,"5' 9""",190,Left,Right,2025,
2026,Glendale Desert Dogs,815792,Chase Harlan,11,5,Third Base,3B,119,Los Angeles Dodgers,2006-07-09,20,Allentown,PA,USA,"6' 3""",205,Right,Right,2024,
2026,Glendale Desert Dogs,701808,Cody Morse,31,1,Pitcher,P,119,Los Angeles Dodgers,2003-04-25,23,Houston,TX,USA,"6' 6""",210,Left,Left,2024,
2026,Glendale Desert Dogs,701333,Colby Shelton,12,4,Second Base,2B,145,Chicago White Sox,2002-12-06,23,Charlotte,NC,USA,"6' 0""",205,Left,Right,2025,
2026,Glendale Desert Dogs,665993,Cristhian Tortosa,41,1,Pitcher,P,134,Pittsburgh Pirates,1998-10-30,27,La Victoria,,Venezuela,"6' 4""",170,Left,Left,,
2026,Glendale Desert Dogs,827665,Dillon Lewis,22,O,Outfield,OF,146,Miami Marlins,2003-06-12,23,Columbia,MD,USA,"6' 3""",205,Right,Right,2024,
2026,Glendale Desert Dogs,702695,Easton Carmichael,23,2,Catcher,C,134,Pittsburgh Pirates,2003-11-03,22,Tulsa,OK,USA,"6' 0""",200,Right,Right,2025,
2026,Glendale Desert Dogs,808234,Eduardo Quintero,16,O,Outfield,OF,119,Los Angeles Dodgers,2005-09-16,21,Ocumare del Tuy,,Venezuela,"6' 1""",175,Right,Right,,
2026,Glendale Desert Dogs,801207,Emmett Olson,38,1,Pitcher,P,146,Miami Marlins,2002-05-15,24,Des Plaines,IL,USA,"6' 4""",230,Left,Left,2023,
2026,Glendale Desert Dogs,695057,Garrett Wright,48,1,Pitcher,P,145,Chicago White Sox,2002-02-11,24,College Station,TX,USA,"6' 2""",220,Right,Right,2023,
2026,Glendale Desert Dogs,686944,Grant Magill,20,2,Catcher,C,145,Chicago White Sox,2000-11-30,25,Littleton,CO,USA,"5' 11""",195,Right,Right,2024,
2026,Glendale Desert Dogs,806061,Isaiah Drake,4,O,Outfield,OF,144,Atlanta Braves,2005-07-15,21,Atlanta,GA,USA,"6' 0""",180,Left,Right,2023,
2026,Glendale Desert Dogs,703177,Jhonny Severino,25,6,Shortstop,SS,134,Pittsburgh Pirates,2004-11-08,21,Santo Domingo,,Dominican Republic,"6' 2""",185,Right,Right,,
2026,Glendale Desert Dogs,702165,Jonathan Clark,43,1,Pitcher,P,145,Chicago White Sox,2000-06-03,26,Redwood City,CA,USA,"6' 1""",190,Right,Right,2023,
2026,Glendale Desert Dogs,808469,Logan Samuels,55,1,Pitcher,P,144,Atlanta Braves,2002-02-18,24,Jasper,AL,USA,"6' 4""",170,Right,Right,2024,
2026,Glendale Desert Dogs,803183,Luke Fox,5,1,Pitcher,P,119,Los Angeles Dodgers,2002-01-04,24,MIlwaukee,WI,USA,"6' 2""",200,Left,Left,2023,
2026,Glendale Desert Dogs,812363,Marlon Nieves,26,1,Pitcher,P,119,Los Angeles Dodgers,2005-06-10,21,San Pedro de Macoris,,Dominican Republic,"6' 3""",170,Right,Right,,
2026,Glendale Desert Dogs,807187,Mathias LaCombe,37,1,Pitcher,P,145,Chicago White Sox,2002-06-12,24,Libourne,,France,"6' 2""",185,Right,Right,2023,
2026,Glendale Desert Dogs,703637,Max Williams,18,O,Outfield,OF,146,Miami Marlins,2004-08-18,22,Detroit,MI,USA,"6' 2""",207,Left,Left,2025,
2026,Glendale Desert Dogs,805315,Michael Walsh,81,1,Pitcher,P,134,Pittsburgh Pirates,2001-01-17,25,Chicago,IL,USA,"6' 2""",195,Right,Right,2022,
2026,Glendale Desert Dogs,805892,Nick Altermatt,32,1,Pitcher,P,145,Chicago White Sox,1999-09-28,26,Redwood Falls,MN,USA,"6' 0""",225,Right,Right,2022,
2026,Glendale Desert Dogs,826928,Owen Carey,9,O,Outfield,OF,144,Atlanta Braves,2006-07-22,20,Manchester,NH,USA,"6' 0""",185,Left,Left,2024,
2026,Glendale Desert Dogs,813706,Owen Hackman,24,1,Pitcher,P,144,Atlanta Braves,2001-11-02,24,Los Angeles,CA,USA,"6' 1""",185,Right,Right,2024,
2026,Glendale Desert Dogs,703670,Pierce George,53,1,Pitcher,P,145,Chicago White Sox,2003-06-10,23,Houston,TX,USA,"6' 6""",240,Right,Right,2024,
2026,Glendale Desert Dogs,802413,Sam Horn,21,1,Pitcher,P,119,Los Angeles Dodgers,2003-08-21,23,Lawrenceville,GA,USA,"6' 4""",217,Right,Right,2025,
2026,Glendale Desert Dogs,815704,Samuel Carpio,54,1,Pitcher,P,146,Miami Marlins,2003-05-06,23,Higuey,,Dominican Republic,"6' 2""",200,Right,Right,,
2026,Glendale Desert Dogs,703748,Tanner Bauman,,1,Pitcher,P,144,Atlanta Braves,2002-05-07,24,Jacksonville,FL,USA,"6' 5""",225,Left,Left,2024,
2026,Glendale Desert Dogs,816111,Tate Southisene,19,6,Shortstop,SS,144,Atlanta Braves,2006-10-06,19,Henderson,NV,USA,"5' 11""",180,Right,Right,2025,
2026,Glendale Desert Dogs,688306,Tristan Stevens,33,1,Pitcher,P,146,Miami Marlins,1997-12-08,28,Springfield,MO,USA,"6' 2""",200,Right,Right,2022,
2026,Glendale Desert Dogs,679489,Tyler LaPorte,30,1,Pitcher,P,144,Atlanta Braves,1997-04-09,29,Lafayette,LA,USA,"6' 1""",175,Right,Right,2021,
2026,Glendale Desert Dogs,815608,Wyatt Sanford,3,6,Shortstop,SS,134,Pittsburgh Pirates,2005-11-24,20,Frisco,TX,USA,"5' 11""",175,Left,Right,2024,
2026,Glendale Desert Dogs,805800,Zander Mueth,10,1,Pitcher,P,134,Pittsburgh Pirates,2005-06-22,21,Belleville,IL,USA,"6' 6""",205,Right,Right,2023,
2026,Surprise Saguaros,702126,Aaron Davenport,34,1,Pitcher,P,114,Cleveland Guardians,2000-07-25,26,Kirkland,WA,USA,"6' 0""",185,Right,Right,2021,
2026,Surprise Saguaros,802146,Aidan Major,22,1,Pitcher,P,114,Cleveland Guardians,2003-05-22,23,Lock Haven,PA,USA,"6' 0""",199,Left,Right,2024,
2026,Surprise Saguaros,823330,Alejandro Chiquillo,37,1,Pitcher,P,140,Texas Rangers,2002-12-06,23,Caracas,,Venezuela,"6' 1""",180,Right,Right,,
2026,Surprise Saguaros,800169,Aroon Escobar,13,4,Second Base,2B,143,Philadelphia Phillies,2005-01-01,21,Caracas,,Venezuela,"5' 9""",180,Right,Right,,
2026,Surprise Saguaros,800051,Austin Charles,1,6,Shortstop,SS,118,Kansas City Royals,2003-11-13,22,Bakersfield,CA,USA,"6' 5""",215,Right,Right,2022,
2026,Surprise Saguaros,805951,Boston Baro,3,4,Second Base,2B,121,New York Mets,2004-08-23,22,Escondido,CA,USA,"6' 0""",170,Left,Right,2023,
2026,Surprise Saguaros,694858,Brendan Girton,35,1,Pitcher,P,121,New York Mets,2001-11-10,24,Shattuck,OK,USA,"6' 1""",217,Right,Right,2024,
2026,Surprise Saguaros,804871,Brooks Bryan,26,2,Catcher,C,118,Kansas City Royals,2004-07-14,22,Opelika,AL,USA,"6' 2""",222,Left,Right,2025,
2026,Surprise Saguaros,828202,Bruin Agbayani,25,6,Shortstop,SS,121,New York Mets,2007-03-26,19,Honolulu,HI,USA,"6' 2""",185,Left,Right,2025,
2026,Surprise Saguaros,683349,Calvin Ziegler,30,1,Pitcher,P,121,New York Mets,2002-10-03,23,Kitchener,ON,Canada,"6' 0""",205,Right,Right,2021,
2026,Surprise Saguaros,807575,Cam Schuelke,29,1,Pitcher,P,114,Cleveland Guardians,2002-01-14,24,Grand Rapids,MI,USA,"6' 0""",200,Right,Right,2024,
2026,Surprise Saguaros,695517,Casey Cook,2,4,Second Base,2B,140,Texas Rangers,2002-10-02,23,Atlanta,GA,USA,"5' 11""",195,Left,Right,2024,
2026,Surprise Saguaros,695573,Cole Mathis,10,3,First Base,1B,121,New York Mets,2003-07-25,23,Columbus,GA,USA,"6' 2""",210,Right,Right,2024,
2026,Surprise Saguaros,807276,Dante Nori,5,O,Outfield,OF,143,Philadelphia Phillies,2004-10-07,21,Toronto,ON,Canada,"5' 9""",190,Left,Left,2024,
2026,Surprise Saguaros,693732,Estibenzon Jimenez,99,1,Pitcher,P,143,Philadelphia Phillies,2002-01-25,24,San Felipe,,Venezuela,"6' 1""",172,Right,Right,,
2026,Surprise Saguaros,700924,Frank Mozzicato,31,1,Pitcher,P,118,Kansas City Royals,2003-06-19,23,Hartford,CT,USA,"6' 3""",175,Left,Left,2021,
2026,Surprise Saguaros,702965,Hiro Wyatt,62,1,Pitcher,P,118,Kansas City Royals,2004-08-25,22,New York,NY,USA,"6' 1""",190,Right,Right,2023,
2026,Surprise Saguaros,806522,Irving Cota,91,1,Pitcher,P,121,New York Mets,2004-02-14,22,Los Mochis,SI,Mexico,"6' 5""",175,Right,Right,,
2026,Surprise Saguaros,695037,J'Briell Easley,32,1,Pitcher,P,140,Texas Rangers,2001-10-12,24,South Bend,IN,USA,"6' 2""",245,Right,Right,2024,
2026,Surprise Saguaros,835375,Jacob Johnson,,1,Pitcher,P,140,Texas Rangers,2006-05-17,20,Picayune,MS,USA,"6' 3""",165,Right,Right,2025,
2026,Surprise Saguaros,804966,Jesus Gamez,43,1,Pitcher,P,140,Texas Rangers,2003-03-04,23,Guasave,SI,Mexico,"6' 0""",190,Right,Right,,
2026,Surprise Saguaros,700247,Jose Pena Jr.,23,1,Pitcher,P,143,Philadelphia Phillies,2003-07-08,23,Winter Haven,FL,USA,"6' 3""",200,Right,Right,2021,
2026,Surprise Saguaros,700985,Josh Hansell,52,1,Pitcher,P,118,Kansas City Royals,2002-02-07,24,Chandler,AZ,USA,"6' 6""",215,Right,Right,2023,
2026,Surprise Saguaros,683149,Julian Brock,25,2,Catcher,C,140,Texas Rangers,2001-06-03,25,Houston,TX,USA,"6' 2""",220,Right,Right,2023,
2026,Surprise Saguaros,703610,Justin Lamkin,47,1,Pitcher,P,118,Kansas City Royals,2004-06-01,22,Corpus Christi,TX,USA,"6' 4""",210,Right,Left,2025,
2026,Surprise Saguaros,700176,Keegan Batka,38,1,Pitcher,P,143,Philadelphia Phillies,2002-05-01,24,Grand Rapids,MI,USA,"6' 2""",200,Right,Right,2025,
2026,Surprise Saguaros,800607,Kehden Hettiger,3,2,Catcher,C,143,Philadelphia Phillies,2004-05-25,22,Los Angeles,CA,USA,"6' 1""",205,Left,Right,2023,
2026,Surprise Saguaros,825100,Kevin Warunek,44,1,Pitcher,P,143,Philadelphia Phillies,2002-11-19,23,Manassas,VA,USA,"6' 4""",201,Left,Left,2024,
2026,Surprise Saguaros,815066,Kyle Scott,39,1,Pitcher,P,114,Cleveland Guardians,2002-04-16,24,Westminster,MD,USA,"5' 11""",198,Right,Right,2023,
2026,Surprise Saguaros,702619,Luke Hill,7,5,Third Base,3B,114,Cleveland Guardians,2004-04-09,22,Baton Rouge,LA,USA,"5' 11""",193,Right,Right,2025,
2026,Surprise Saguaros,701884,Magnus Ellerts,95,1,Pitcher,P,114,Cleveland Guardians,2001-03-16,25,Woodbridge,VA,USA,"6' 5""",225,Right,Right,2022,
2026,Surprise Saguaros,822415,Mason McConnaughey,,1,Pitcher,P,140,Texas Rangers,2004-04-27,22,Topeka,KS,USA,"6' 3""",220,Right,Right,2025,
2026,Surprise Saguaros,702265,Paxton Kling,21,O,Outfield,OF,140,Texas Rangers,2003-05-28,23,Roaring Spring,PA,USA,"6' 0""",210,Right,Right,2025,
2026,Surprise Saguaros,807290,Peyton Prescott,20,1,Pitcher,P,121,New York Mets,2004-05-14,22,Vero Beach,FL,USA,"6' 0""",200,Right,Right,2025,
2026,Surprise Saguaros,823804,Ryan Dromboski,54,1,Pitcher,P,143,Philadelphia Phillies,2003-06-01,23,Hamilton,NJ,USA,"6' 2""",220,Right,Right,2024,
2026,Surprise Saguaros,822038,Ryan Lambert,19,1,Pitcher,P,121,New York Mets,2002-09-02,24,Chanhassen,MN,USA,"6' 3""",222,Right,Right,2024,
2026,Surprise Saguaros,686632,Steven Zobac,63,1,Pitcher,P,118,Kansas City Royals,2000-10-14,25,San Jose,CA,USA,"6' 3""",185,Left,Right,2022,
2026,Surprise Saguaros,687930,Tyresse Turner,6,4,Second Base,2B,114,Cleveland Guardians,2000-01-05,26,Torrance,CA,USA,"5' 10""",170,Switch,Right,2022,
2026,Surprise Saguaros,806988,Welbyn Francisca,24,6,Shortstop,SS,114,Cleveland Guardians,2006-05-17,20,La Romana,,Dominican Republic,"6' 0""",184,Switch,Right,,
2026,Surprise Saguaros,805799,Zion Rose,8,O,Outfield,OF,118,Kansas City Royals,2005-05-26,21,Chicago,IL,USA,"6' 1""",200,Right,Right,2026,
2026,Scottsdale Scorpions,815218,Alexander Fuentes,97,1,Pitcher,P,137,San Francisco Giants,2005-01-13,21,Araya,,Venezuela,"6' 6""",261,Right,Right,,
2026,Scottsdale Scorpions,703142,Andy Rodriguez,18,1,Pitcher,P,139,Tampa Bay Rays,2002-07-28,24,Santo Domingo,,Dominican Republic,"6' 1""",182,Right,Right,,
2026,Scottsdale Scorpions,815520,Braylon Payne,40,O,Outfield,OF,158,Milwaukee Brewers,2006-08-14,20,Houston,TX,USA,"6' 2""",186,Left,Left,2024,
2026,Scottsdale Scorpions,804911,Brendan Summerhill,21,O,Outfield,OF,139,Tampa Bay Rays,2003-11-13,22,Chicago,IL,USA,"6' 3""",200,Left,Right,2025,
2026,Scottsdale Scorpions,800614,Bryce Rainer,9,6,Shortstop,SS,116,Detroit Tigers,2005-07-03,21,Simi Valley,CA,USA,"6' 3""",195,Left,Right,2024,
2026,Scottsdale Scorpions,702904,Cesar De Jesus,38,1,Pitcher,P,139,Tampa Bay Rays,2003-09-28,22,Santo Domingo,,Dominican Republic,"6' 1""",140,Left,Left,,
2026,Scottsdale Scorpions,702607,Dakota Jordan,12,O,Outfield,OF,137,San Francisco Giants,2003-05-09,23,Canton,MS,USA,"6' 0""",231,Right,Right,2024,
2026,Scottsdale Scorpions,807275,Dalton Wentz,10,6,Shortstop,SS,137,San Francisco Giants,2005-07-28,21,Lynchburg,VA,USA,"6' 2""",215,Switch,Right,2026,
2026,Scottsdale Scorpions,700800,Darien Smith,23,1,Pitcher,P,137,San Francisco Giants,1999-11-30,26,Jacksonville,FL,USA,"6' 2""",207,Right,Right,2024,
2026,Scottsdale Scorpions,825095,Drake George,26,1,Pitcher,P,137,San Francisco Giants,2001-09-30,24,Roseburg,OR,USA,"6' 1""",199,Right,Right,2024,
2026,Scottsdale Scorpions,800724,Eric Bitonti,25,3,First Base,1B,158,Milwaukee Brewers,2005-11-17,20,Hesperia,CA,USA,"6' 5""",218,Left,Right,2023,
2026,Scottsdale Scorpions,814374,Francisco Frias,35,1,Pitcher,P,117,Houston Astros,2004-10-15,21,Santiago de los Caballeros,,Dominican Republic,"5' 11""",190,Right,Right,,
2026,Scottsdale Scorpions,837584,Jalen Evans,85,1,Pitcher,P,116,Detroit Tigers,1998-09-19,28,Warren,MI,USA,"6' 2""",200,Right,Right,,
2026,Scottsdale Scorpions,807823,Jank Pichardo,,1,Pitcher,P,117,Houston Astros,2004-08-04,22,Santiago,,Dominican Republic,"6' 1""",170,Right,Right,,
2026,Scottsdale Scorpions,690972,Joey Dixon,17,1,Pitcher,P,117,Houston Astros,2002-01-01,24,South Jordan,UT,USA,"6' 2""",204,Right,Right,2023,
2026,Scottsdale Scorpions,800427,Jose Meneses,20,1,Pitcher,P,158,Milwaukee Brewers,2005-03-09,21,Caracas,,VEN,"6' 1""",150,Left,Left,,
2026,Scottsdale Scorpions,808350,Joshua Quezada,57,1,Pitcher,P,158,Milwaukee Brewers,2004-05-04,22,La Paz Centro,,Nicaragua,"6' 2""",185,Right,Right,,
2026,Scottsdale Scorpions,805694,Juan Bello,43,1,Pitcher,P,117,Houston Astros,2004-04-06,22,Cartagena,,Colombia,"6' 1""",173,Right,Right,,
2026,Scottsdale Scorpions,809763,Kaeden Kent,5,6,Shortstop,SS,137,San Francisco Giants,2003-08-29,23,Austin,TX,USA,"6' 2""",200,Left,Right,2025,
2026,Scottsdale Scorpions,828603,Logan Berrier,24,1,Pitcher,P,116,Detroit Tigers,2001-02-26,25,North Las Vegas,NV,USA,"6' 1""",175,Right,Right,,
2026,Scottsdale Scorpions,701592,Luke Davis,,2,Catcher,C,143,Philadelphia Phillies,2003-01-09,23,Garden Grove,CA,USA,"6' 0""",205,Switch,Right,2024,
2026,Scottsdale Scorpions,843821,Maddox Long,55,1,Pitcher,P,116,Detroit Tigers,2001-01-13,25,Russellville,AR,USA,"6' 5""",275,Right,Right,,
2026,Scottsdale Scorpions,687189,Marcus Johnson,8,1,Pitcher,P,139,Tampa Bay Rays,2000-12-11,25,Whitter,CA,USA,"6' 6""",200,Right,Right,2022,
2026,Scottsdale Scorpions,805783,Mason Nichols,32,1,Pitcher,P,139,Tampa Bay Rays,2003-04-23,23,Jackson,MS,USA,"6' 5""",220,Right,Right,2025,
2026,Scottsdale Scorpions,687783,Matthew Wood,15,2,Catcher,C,158,Milwaukee Brewers,2001-03-02,25,Naperville,IL,USA,"5' 10""",191,Left,Right,2022,
2026,Scottsdale Scorpions,700280,Miguel Mendez,62,1,Pitcher,P,137,San Francisco Giants,2002-07-01,24,San Juan De La Maguana,,Dominican Republic,"6' 2""",165,Right,Right,,
2026,Scottsdale Scorpions,823650,Miqueas Mercedes,,1,Pitcher,P,158,Milwaukee Brewers,2006-07-07,20,Higuey,,Dominican Republic,"6' 3""",200,Right,Right,,
2026,Scottsdale Scorpions,800440,Narciso Polanco,4,6,Shortstop,SS,139,Tampa Bay Rays,2004-10-28,21,Sanchez,,Dominican Republic,"5' 10""",161,Left,Right,,
2026,Scottsdale Scorpions,807083,Nathan Flewelling,27,2,Catcher,C,139,Tampa Bay Rays,2006-11-11,19,Red Deer,AB,Canada,"6' 2""",200,Left,Right,2024,
2026,Scottsdale Scorpions,806441,Nehomar Ochoa Jr.,53,O,Outfield,OF,117,Houston Astros,2005-07-31,21,Higuerote,,Venezuela,"6' 4""",230,Right,Right,2023,
2026,Scottsdale Scorpions,823809,Nick Monistere,3,4,Second Base,2B,117,Houston Astros,2004-01-27,22,Sugar Land,TX,USA,"6' 0""",192,Right,Right,2025,
2026,Scottsdale Scorpions,813796,Preston Howey,19,1,Pitcher,P,116,Detroit Tigers,2002-06-20,24,Pasadena,CA,USA,"5' 10""",175,Right,Right,2024,
2026,Scottsdale Scorpions,683988,Railin Perez,,1,Pitcher,P,117,Houston Astros,2001-09-02,25,Santiago,,Dominican Republic,"6' 3""",185,Right,Right,,
